,hid,rlid,admin1,admin2,hh_size
1359,,,51,121,2
1360,,,51,059,1
1361,,,51,179,1
1362,,,51,191,3
1363,,,51,810,2
1364,,,51,137,1
1365,,,51,171,2
1366,,,51,650,1
1367,,,51,059,1
1368,,,51,550,1
1369,,,51,760,2
1370,,,51,179,1
1371,,,51,143,2
1372,,,51,800,1
1373,,,51,059,1
1374,,,51,149,1
1375,,,51,107,1
1376,,,51,680,2
1377,,,51,760,2
1378,,,51,167,3
1379,,,51,137,1
1380,,,51,087,2
1381,,,51,810,1
1382,,,51,137,1
1383,,,51,199,1
1384,,,51,059,1
1385,,,51,760,2
1386,,,51,700,1
1387,,,51,800,2
1388,,,51,730,1
1389,,,51,053,5
1390,,,51,510,1
1391,,,51,015,2
1392,,,51,031,1
1393,,,51,153,1
1394,,,51,067,1
1395,,,51,550,2
1396,,,51,810,2
1397,,,51,550,2
1398,,,51,059,5
1399,,,51,187,2
1400,,,51,685,1
1401,,,51,650,1
1402,,,51,133,2
1403,,,51,760,1
1404,,,51,810,3
1405,,,51,735,1
1406,,,51,830,1
1407,,,51,071,1
1408,,,51,031,1
1409,,,51,117,1
1410,,,51,069,2
1411,,,51,510,1
1412,,,51,059,2
1413,,,51,143,2
1414,,,51,810,2
1415,,,51,087,3
1416,,,51,083,1
1417,,,51,810,1
1418,,,51,069,5
1419,,,51,059,1
1420,,,51,700,1
1421,,,51,810,2
1422,,,51,013,1
1423,,,51,195,1
1424,,,51,177,3
1425,,,51,107,2
1426,,,51,177,4
1427,,,51,760,2
1428,,,51,125,1
1429,,,51,065,2
1430,,,51,760,1
1431,,,51,087,3
1432,,,51,143,3
1433,,,51,670,2
1434,,,51,520,1
1435,,,51,087,3
1436,,,51,059,2
1437,,,51,650,2
1438,,,51,177,1
1439,,,51,059,1
1440,,,51,700,1
1441,,,51,195,1
1442,,,51,760,2
1443,,,51,059,4
1444,,,51,680,4
1445,,,51,810,1
1446,,,51,059,1
1447,,,51,195,1
1448,,,51,015,1
1449,,,51,143,4
1450,,,51,770,1
1451,,,51,195,1
1452,,,51,107,3
1453,,,51,125,2
1454,,,51,550,2
1455,,,51,059,2
1456,,,51,059,1
1457,,,51,093,3
1458,,,51,009,1
1459,,,51,051,1
1460,,,51,770,2
1461,,,51,079,2
1462,,,51,510,1
1463,,,51,097,3
1464,,,51,031,1
1465,,,51,087,1
1466,,,51,059,1
1467,,,51,145,1
1468,,,51,075,2
1469,,,51,760,1
1470,,,51,165,1
1471,,,51,153,2
1472,,,51,087,2
1473,,,51,173,1
1474,,,51,770,1
1475,,,51,165,3
1476,,,51,770,2
1477,,,51,650,1
1478,,,51,179,3
1479,,,51,107,2
1480,,,51,678,1
1481,,,51,127,1
1482,,,51,191,1
1483,,,51,710,1
1484,,,51,810,2
1485,,,51,053,1
1486,,,51,678,2
1487,,,51,107,2
1488,,,51,680,2
1489,,,51,059,2
1490,,,51,059,1
1491,,,51,540,1
1492,,,51,810,2
1493,,,51,153,1
1494,,,51,760,1
1495,,,51,087,2
1496,,,51,013,1
1497,,,51,059,1
1498,,,51,059,1
1499,,,51,740,1
1500,,,51,810,1
1501,,,51,059,1
1502,,,51,153,2
1503,,,51,041,2
1504,,,51,740,5
1505,,,51,730,1
1506,,,51,700,1
1507,,,51,059,1
1508,,,51,027,2
1509,,,51,770,3
1510,,,51,760,1
1511,,,51,095,4
1512,,,51,015,2
1513,,,51,095,2
1514,,,51,195,2
1515,,,51,177,2
1516,,,51,720,2
1517,,,51,019,1
1518,,,51,620,2
1519,,,51,139,1
1520,,,51,059,2
1521,,,51,177,1
1522,,,51,800,1
1523,,,51,013,1
1524,,,51,117,1
1525,,,51,167,1
1526,,,51,153,4
1527,,,51,013,1
1528,,,51,810,1
1529,,,51,510,2
1530,,,51,710,1
1531,,,51,107,3
1532,,,51,059,2
1533,,,51,550,1
1534,,,51,830,1
1535,,,51,810,2
1536,,,51,019,3
1537,,,51,710,1
1538,,,51,810,1
1539,,,51,165,2
1540,,,51,760,1
1541,,,51,107,2
1542,,,51,041,1
1543,,,51,059,1
1544,,,51,760,2
1545,,,51,059,2
1546,,,51,710,1
1547,,,51,740,3
1548,,,51,107,1
1549,,,51,089,3
1550,,,51,077,1
1551,,,51,087,1
1552,,,51,680,1
1553,,,51,059,1
1554,,,51,810,1
1555,,,51,087,2
1556,,,51,059,1
1557,,,51,157,2
1558,,,51,600,1
1559,,,51,153,4
1560,,,51,155,1
1561,,,51,710,2
1562,,,51,087,3
1563,,,51,041,1
1564,,,51,197,1
1565,,,51,810,1
1566,,,51,073,1
1567,,,51,087,1
1568,,,51,047,2
1569,,,51,109,1
1570,,,51,061,1
1571,,,51,700,2
1572,,,51,059,1
1573,,,51,770,1
1574,,,51,153,3
1575,,,51,121,1
1576,,,51,117,2
1577,,,51,550,2
1578,,,51,087,1
1579,,,51,041,3
1580,,,51,059,2
1581,,,51,640,1
1582,,,51,760,5
1583,,,51,650,1
1584,,,51,185,1
1585,,,51,770,2
1586,,,51,165,2
1587,,,51,810,2
1588,,,51,183,1
1589,,,51,550,2
1590,,,51,013,2
1591,,,51,820,1
1592,,,51,199,1
1593,,,51,047,3
1594,,,51,147,1
1595,,,51,510,2
1596,,,51,065,1
1597,,,51,760,1
1598,,,51,161,2
1599,,,51,107,2
1600,,,51,013,3
1601,,,51,013,2
1602,,,51,740,2
1603,,,51,570,1
1604,,,51,710,2
1605,,,51,770,4
1606,,,51,760,1
1607,,,51,179,1
1608,,,51,181,2
1609,,,51,800,1
1610,,,51,171,2
1611,,,51,660,2
1612,,,51,107,1
1613,,,51,810,2
1614,,,51,059,1
1615,,,51,153,3
1616,,,51,087,1
1617,,,51,683,1
1618,,,51,153,2
1619,,,51,710,1
1620,,,51,107,1
1621,,,51,810,2
1622,,,51,820,1
1623,,,51,710,1
1624,,,51,179,1
1625,,,51,710,1
1626,,,51,740,4
1627,,,51,087,2
1628,,,51,087,1
1629,,,51,121,2
1630,,,51,760,3
1631,,,51,770,2
1632,,,51,041,2
1633,,,51,153,2
1634,,,51,550,1
1635,,,51,041,1
1636,,,51,041,2
1637,,,51,059,3
1638,,,51,059,1
1639,,,51,059,1
1640,,,51,107,1
1641,,,51,095,2
1642,,,51,153,1
1643,,,51,161,4
1644,,,51,770,2
1645,,,51,810,2
1646,,,51,109,2
1647,,,51,740,1
1648,,,51,107,2
1649,,,51,195,1
1650,,,51,023,2
1651,,,51,107,4
1652,,,51,177,3
1653,,,51,149,1
1654,,,51,107,2
1655,,,51,013,1
1656,,,51,179,1
1657,,,51,185,1
1658,,,51,800,3
1659,,,51,750,1
1660,,,51,077,3
1661,,,51,013,1
1662,,,51,161,2
1663,,,51,127,2
1664,,,51,107,1
1665,,,51,087,1
1666,,,51,085,2
1667,,,51,085,1
1668,,,51,167,2
1669,,,51,153,2
1670,,,51,107,2
1671,,,51,710,3
1672,,,51,087,2
1673,,,51,061,2
1674,,,51,131,2
1675,,,51,810,2
1676,,,51,059,1
1677,,,51,153,5
1678,,,51,700,1
1679,,,51,061,7
1680,,,51,121,4
1681,,,51,730,2
1682,,,51,099,1
1683,,,51,550,3
1684,,,51,087,2
1685,,,51,013,2
1686,,,51,059,2
1687,,,51,179,1
1688,,,51,133,2
1689,,,51,059,2
1690,,,51,095,2
1691,,,51,087,2
1692,,,51,710,1
1693,,,51,059,1
1694,,,51,153,1
1695,,,51,087,2
1696,,,51,033,1
1697,,,51,197,1
1698,,,51,199,2
1699,,,51,700,4
1700,,,51,181,1
1701,,,51,185,2
1702,,,51,087,2
1703,,,51,059,2
1704,,,51,041,1
1705,,,51,590,1
1706,,,51,155,1
1707,,,51,830,2
1708,,,51,810,1
1709,,,51,015,4
1710,,,51,013,2
1711,,,51,127,1
1712,,,51,810,1
1713,,,51,049,1
1714,,,51,029,3
1715,,,51,087,1
1716,,,51,059,1
1717,,,51,177,3
1718,,,51,107,2
1719,,,51,195,1
1720,,,51,117,2
1721,,,51,153,1
1722,,,51,041,2
1723,,,51,810,1
1724,,,51,107,4
1725,,,51,710,2
1726,,,51,770,1
1727,,,51,740,2
1728,,,51,195,2
1729,,,51,111,1
1730,,,51,013,4
1731,,,51,650,2
1732,,,51,740,1
1733,,,51,001,2
1734,,,51,121,3
1735,,,51,173,1
1736,,,51,005,1
1737,,,51,059,3
1738,,,51,059,1
1739,,,51,009,2
1740,,,51,067,2
1741,,,51,540,1
1742,,,51,810,1
1743,,,51,001,2
1744,,,51,590,2
1745,,,51,041,1
1746,,,51,059,2
1747,,,51,710,3
1748,,,51,700,3
1749,,,51,610,1
1750,,,51,550,1
1751,,,51,810,2
1752,,,51,197,3
1753,,,51,003,4
1754,,,51,041,2
1755,,,51,033,1
1756,,,51,550,1
1757,,,51,149,1
1758,,,51,710,1
1759,,,51,107,2
1760,,,51,740,1
1761,,,51,143,3
1762,,,51,135,1
1763,,,51,630,2
1764,,,51,037,3
1765,,,51,153,2
1766,,,51,177,1
1767,,,51,680,1
1768,,,51,163,2
1769,,,51,510,2
1770,,,51,041,2
1771,,,51,590,1
1772,,,51,760,2
1773,,,51,199,1
1774,,,51,770,1
1775,,,51,740,1
1776,,,51,153,1
1777,,,51,820,3
1778,,,51,810,1
1779,,,51,590,1
1780,,,51,760,3
1781,,,51,095,2
1782,,,51,013,2
1783,,,51,013,2
1784,,,51,087,1
1785,,,51,510,1
1786,,,51,107,2
1787,,,51,063,1
1788,,,51,683,1
1789,,,51,011,1
1790,,,51,135,1
1791,,,51,810,3
1792,,,51,015,2
1793,,,51,700,1
1794,,,51,113,2
1795,,,51,013,3
1796,,,51,690,2
1797,,,51,810,1
1798,,,51,650,2
1799,,,51,710,2
1800,,,51,810,4
1801,,,51,101,2
1802,,,51,059,2
1803,,,51,025,1
1804,,,51,790,1
1805,,,51,740,2
1806,,,51,153,1
1807,,,51,790,2
1808,,,51,810,2
1809,,,51,760,1
1810,,,51,087,2
1811,,,51,700,1
1812,,,51,810,2
1813,,,51,760,3
1814,,,51,650,1
1815,,,51,550,2
1816,,,51,107,3
1817,,,51,810,3
1818,,,51,550,1
1819,,,51,800,4
1820,,,51,650,1
1821,,,51,087,2
1822,,,51,115,2
1823,,,51,059,1
1824,,,51,153,1
1825,,,51,740,1
1826,,,51,059,2
1827,,,51,015,1
1828,,,51,087,2
1829,,,51,087,1
1830,,,51,013,2
1831,,,51,077,2
1832,,,51,037,1
1833,,,51,770,1
1834,,,51,810,1
1835,,,51,051,2
1836,,,51,660,2
1837,,,51,109,2
1838,,,51,085,1
1839,,,51,095,1
1840,,,51,003,3
1841,,,51,015,2
1842,,,51,197,1
1843,,,51,143,1
1844,,,51,177,1
1845,,,51,177,2
1846,,,51,059,1
1847,,,51,059,2
1848,,,51,187,1
1849,,,51,069,1
1850,,,51,147,1
1851,,,51,059,1
1852,,,51,143,1
1853,,,51,179,1
1854,,,51,041,2
1855,,,51,159,2
1856,,,51,087,2
1857,,,51,700,3
1858,,,51,760,2
1859,,,51,760,1
1860,,,51,810,1
1861,,,51,087,1
1862,,,51,153,1
1863,,,51,041,3
1864,,,51,067,3
1865,,,51,740,1
1866,,,51,153,1
1867,,,51,059,2
1868,,,51,800,1
1869,,,51,191,3
1870,,,51,087,3
1871,,,51,059,2
1872,,,51,059,1
1873,,,51,710,3
1874,,,51,700,3
1875,,,51,710,1
1876,,,51,700,2
1877,,,51,059,1
1878,,,51,059,2
1879,,,51,059,1
1880,,,51,550,1
1881,,,51,041,2
1882,,,51,810,3
1883,,,51,041,1
1884,,,51,550,2
1885,,,51,760,4
1886,,,51,059,2
1887,,,51,059,1
1888,,,51,685,1
1889,,,51,810,1
1890,,,51,670,1
1891,,,51,165,1
1892,,,51,760,1
1893,,,51,710,1
1894,,,51,041,1
1895,,,51,770,1
1896,,,51,570,2
1897,,,51,510,2
1898,,,51,800,2
1899,,,51,001,2
1900,,,51,800,1
1901,,,51,083,1
1902,,,51,700,1
1903,,,51,177,2
1904,,,51,195,3
1905,,,51,095,1
1906,,,51,013,2
1907,,,51,095,2
1908,,,51,195,1
1909,,,51,013,2
1910,,,51,041,2
1911,,,51,153,2
1912,,,51,027,1
1913,,,51,029,1
1914,,,51,790,1
1915,,,51,710,1
1916,,,51,059,1
1917,,,51,540,3
1918,,,51,135,4
1919,,,51,085,1
1920,,,51,095,1
1921,,,51,041,3
1922,,,51,760,1
1923,,,51,810,1
1924,,,51,153,2
1925,,,51,009,1
1926,,,51,810,2
1927,,,51,059,3
1928,,,51,810,1
1929,,,51,510,5
1930,,,51,171,1
1931,,,51,087,1
1932,,,51,059,2
1933,,,51,800,1
1934,,,51,153,2
1935,,,51,141,3
1936,,,51,770,2
1937,,,51,059,3
1938,,,51,145,1
1939,,,51,085,1
1940,,,51,185,1
1941,,,51,087,2
1942,,,51,087,2
1943,,,51,047,2
1944,,,51,087,1
1945,,,51,107,1
1946,,,51,550,2
1947,,,51,059,1
1948,,,51,650,1
1949,,,51,023,1
1950,,,51,760,2
1951,,,51,169,1
1952,,,51,121,5
1953,,,51,760,2
1954,,,51,700,1
1955,,,51,173,2
1956,,,51,059,1
1957,,,51,700,2
1958,,,51,139,2
1959,,,51,650,2
1960,,,51,520,2
1961,,,51,153,2
1962,,,51,630,3
1963,,,51,059,2
1964,,,51,139,3
1965,,,51,510,3
1966,,,51,153,2
1967,,,51,087,1
1968,,,51,810,1
1969,,,51,700,2
1970,,,51,153,1
1971,,,51,179,2
1972,,,51,510,1
1973,,,51,171,3
1974,,,51,197,2
1975,,,51,059,1
1976,,,51,107,2
1977,,,51,013,2
1978,,,51,700,1
1979,,,51,700,4
1980,,,51,161,2
1981,,,51,059,1
1982,,,51,710,2
1983,,,51,095,2
1984,,,51,165,2
1985,,,51,760,1
1986,,,51,059,2
1987,,,51,650,1
1988,,,51,510,2
1989,,,51,087,1
1990,,,51,015,1
1991,,,51,161,3
1992,,,51,089,7
1993,,,51,153,2
1994,,,51,165,1
1995,,,51,053,1
1996,,,51,710,1
1997,,,51,760,1
1998,,,51,013,1
1999,,,51,570,2
2000,,,51,069,2
2001,,,51,059,1
2002,,,51,047,1
2003,,,51,065,1
2004,,,51,153,2
2005,,,51,163,1
2006,,,51,107,2
2007,,,51,041,1
2008,,,51,810,1
2009,,,51,173,1
2010,,,51,770,1
2011,,,51,015,2
2012,,,51,810,1
2013,,,51,073,1
2014,,,51,041,1
2015,,,51,139,1
2016,,,51,015,1
2017,,,51,095,2
2018,,,51,121,2
2019,,,51,043,3
2020,,,51,153,1
2021,,,51,087,2
2022,,,51,770,2
2023,,,51,043,2
2024,,,51,097,2
2025,,,51,105,1
2026,,,51,600,2
2027,,,51,179,1
2028,,,51,085,1
2029,,,51,153,1
2030,,,51,810,2
2031,,,51,041,1
2032,,,51,105,4
2033,,,51,171,1
2034,,,51,003,4
2035,,,51,810,3
2036,,,51,077,1
2037,,,51,760,1
2038,,,51,165,2
2039,,,51,800,2
2040,,,51,059,1
2041,,,51,013,1
2042,,,51,683,2
2043,,,51,169,1
2044,,,51,710,2
2045,,,51,036,3
2046,,,51,059,3
2047,,,51,041,1
2048,,,51,031,1
2049,,,51,149,1
2050,,,51,179,1
2051,,,51,155,1
2052,,,51,800,1
2053,,,51,087,3
2054,,,51,069,1
2055,,,51,153,1
2056,,,51,153,3
2057,,,51,013,2
2058,,,51,163,2
2059,,,51,590,2
2060,,,51,683,1
2061,,,51,770,2
2062,,,51,111,3
2063,,,51,540,2
2064,,,51,660,7
2065,,,51,770,1
2066,,,51,165,1
2067,,,51,095,1
2068,,,51,660,1
2069,,,51,121,2
2070,,,51,590,1
2071,,,51,067,2
2072,,,51,059,2
2073,,,51,003,1
2074,,,51,107,1
2075,,,51,019,1
2076,,,51,161,1
2077,,,51,810,1
2078,,,51,013,2
2079,,,51,650,3
2080,,,51,550,2
2081,,,51,103,3
2082,,,51,710,2
2083,,,51,019,3
2084,,,51,059,1
2085,,,51,087,1
2086,,,51,590,1
2087,,,51,087,1
2088,,,51,775,2
2089,,,51,810,2
2090,,,51,790,1
2091,,,51,550,1
2092,,,51,013,2
2093,,,51,680,1
2094,,,51,041,1
2095,,,51,810,2
2096,,,51,810,2
2097,,,51,041,1
2098,,,51,155,2
2099,,,51,700,3
2100,,,51,077,3
2101,,,51,109,1
2102,,,51,087,3
2103,,,51,099,2
2104,,,51,143,1
2105,,,51,700,5
2106,,,51,153,1
2107,,,51,087,2
2108,,,51,760,2
2109,,,51,019,1
2110,,,51,059,2
2111,,,51,710,2
2112,,,51,700,2
2113,,,51,650,1
2114,,,51,760,1
2115,,,51,061,2
2116,,,51,051,1
2117,,,51,059,1
2118,,,51,760,1
2119,,,51,171,3
2120,,,51,810,2
2121,,,51,059,2
2122,,,51,187,1
2123,,,51,105,2
2124,,,51,181,2
2125,,,51,760,6
2126,,,51,740,1
2127,,,51,660,3
2128,,,51,640,2
2129,,,51,800,1
2130,,,51,013,1
2131,,,51,760,2
2132,,,51,099,1
2133,,,51,810,4
2134,,,51,590,2
2135,,,51,157,1
2136,,,51,059,3
2137,,,51,810,1
2138,,,51,087,1
2139,,,51,059,1
2140,,,51,013,1
2141,,,51,650,1
2142,,,51,177,1
2143,,,51,107,1
2144,,,51,800,1
2145,,,51,019,2
2146,,,51,700,2
2147,,,51,710,1
2148,,,51,085,2
2149,,,51,019,2
2150,,,51,131,4
2151,,,51,031,3
2152,,,51,075,1
2153,,,51,059,2
2154,,,51,095,4
2155,,,51,153,1
2156,,,51,810,1
2157,,,51,059,2
2158,,,51,760,2
2159,,,51,141,2
2160,,,51,059,2
2161,,,51,179,1
2162,,,51,115,1
2163,,,51,125,1
2164,,,51,810,2
2165,,,51,107,1
2166,,,51,520,3
2167,,,51,770,4
2168,,,51,165,1
2169,,,51,700,3
2170,,,51,109,4
2171,,,51,810,2
2172,,,51,077,2
2173,,,51,107,1
2174,,,51,173,1
2175,,,51,087,1
2176,,,51,153,1
2177,,,51,810,1
2178,,,51,107,3
2179,,,51,107,1
2180,,,51,081,2
2181,,,51,139,1
2182,,,51,199,1
2183,,,51,820,2
2184,,,51,121,2
2185,,,51,107,4
2186,,,51,059,1
2187,,,51,011,1
2188,,,51,013,1
2189,,,51,153,1
2190,,,51,035,4
2191,,,51,550,6
2192,,,51,153,2
2193,,,51,041,4
2194,,,51,710,1
2195,,,51,610,1
2196,,,51,165,2
2197,,,51,059,2
2198,,,51,085,1
2199,,,51,161,3
2200,,,51,179,2
2201,,,51,153,3
2202,,,51,041,2
2203,,,51,550,1
2204,,,51,107,3
2205,,,51,059,4
2206,,,51,775,2
2207,,,51,059,1
2208,,,51,013,2
2209,,,51,153,3
2210,,,51,099,1
2211,,,51,790,1
2212,,,51,760,1
2213,,,51,059,1
2214,,,51,700,1
2215,,,51,810,2
2216,,,51,810,1
2217,,,51,700,1
2218,,,51,800,2
2219,,,51,760,2
2220,,,51,179,1
2221,,,51,550,2
2222,,,51,047,1
2223,,,51,730,1
2224,,,51,740,2
2225,,,51,049,2
2226,,,51,145,2
2227,,,51,041,2
2228,,,51,710,1
2229,,,51,059,1
2230,,,51,041,1
2231,,,51,107,1
2232,,,51,730,2
2233,,,51,041,1
2234,,,51,700,1
2235,,,51,153,2
2236,,,51,550,2
2237,,,51,105,2
2238,,,51,670,3
2239,,,51,013,2
2240,,,51,125,1
2241,,,51,077,1
2242,,,51,720,4
2243,,,51,107,4
2244,,,51,173,3
2245,,,51,760,2
2246,,,51,019,1
2247,,,51,107,1
2248,,,51,510,1
2249,,,51,147,2
2250,,,51,161,1
2251,,,51,790,4
2252,,,51,041,3
2253,,,51,093,3
2254,,,51,059,2
2255,,,51,800,1
2256,,,51,177,2
2257,,,51,710,2
2258,,,51,710,2
2259,,,51,700,2
2260,,,51,153,1
2261,,,51,041,1
2262,,,51,041,2
2263,,,51,139,1
2264,,,51,550,3
2265,,,51,810,2
2266,,,51,153,2
2267,,,51,013,1
2268,,,51,003,1
2269,,,51,550,1
2270,,,51,027,1
2271,,,51,153,2
2272,,,51,167,2
2273,,,51,810,1
2274,,,51,153,2
2275,,,51,810,1
2276,,,51,003,1
2277,,,51,057,3
2278,,,51,760,3
2279,,,51,059,5
2280,,,51,085,1
2281,,,51,510,1
2282,,,51,087,2
2283,,,51,015,1
2284,,,51,810,2
2285,,,51,683,1
2286,,,51,059,1
2287,,,51,059,1
2288,,,51,790,1
2289,,,51,059,2
2290,,,51,087,2
2291,,,51,550,2
2292,,,51,770,1
2293,,,51,650,3
2294,,,51,059,1
2295,,,51,710,2
2296,,,51,177,1
2297,,,51,143,1
2298,,,51,590,1
2299,,,51,067,1
2300,,,51,095,1
2301,,,51,013,1
2302,,,51,199,1
2303,,,51,810,1
2304,,,51,810,1
2305,,,51,197,2
2306,,,51,810,1
2307,,,51,041,1
2308,,,51,059,1
2309,,,51,550,3
2310,,,51,013,1
2311,,,51,550,1
2312,,,51,810,2
2313,,,51,009,4
2314,,,51,760,1
2315,,,51,510,1
2316,,,51,059,1
2317,,,51,177,3
2318,,,51,161,3
2319,,,51,001,1
2320,,,51,570,1
2321,,,51,059,1
2322,,,51,550,2
2323,,,51,107,2
2324,,,51,710,1
2325,,,51,740,5
2326,,,51,680,4
2327,,,51,510,5
2328,,,51,700,3
2329,,,51,153,1
2330,,,51,121,4
2331,,,51,059,2
2332,,,51,141,2
2333,,,51,153,3
2334,,,51,153,1
2335,,,51,810,2
2336,,,51,135,1
2337,,,51,540,2
2338,,,51,003,1
2339,,,51,510,1
2340,,,51,013,2
2341,,,51,107,1
2342,,,51,187,2
2343,,,51,031,3
2344,,,51,700,1
2345,,,51,760,2
2346,,,51,013,1
2347,,,51,139,2
2348,,,51,700,2
2349,,,51,059,1
2350,,,51,153,1
2351,,,51,019,1
2352,,,51,089,1
2353,,,51,107,1
2354,,,51,073,3
2355,,,51,770,2
2356,,,51,595,3
2357,,,51,135,2
2358,,,51,810,1
2359,,,51,059,1
2360,,,51,153,1
2361,,,51,013,2
2362,,,51,059,3
2363,,,51,740,1
2364,,,51,107,3
2365,,,51,171,1
2366,,,51,550,1
2367,,,51,680,3
2368,,,51,059,2
2369,,,51,059,1
2370,,,51,153,1
2371,,,51,153,1
2372,,,51,047,3
2373,,,51,143,2
2374,,,51,087,1
2375,,,51,650,1
2376,,,51,059,1
2377,,,51,161,1
2378,,,51,041,3
2379,,,51,800,2
2380,,,51,059,4
2381,,,51,085,1
2382,,,51,550,2
2383,,,51,087,2
2384,,,51,685,2
2385,,,51,720,2
2386,,,51,550,2
2387,,,51,810,1
2388,,,51,069,2
2389,,,51,690,2
2390,,,51,760,1
2391,,,51,013,3
2392,,,51,059,2
2393,,,51,095,1
2394,,,51,103,1
2395,,,51,059,2
2396,,,51,810,1
2397,,,51,139,1
2398,,,51,161,3
2399,,,51,167,2
2400,,,51,121,1
2401,,,51,153,1
2402,,,51,107,1
2403,,,51,169,7
2404,,,51,163,2
2405,,,51,069,9
2406,,,51,710,5
2407,,,51,775,2
2408,,,51,059,1
2409,,,51,003,2
2410,,,51,590,1
2411,,,51,063,1
2412,,,51,810,1
2413,,,51,125,1
2414,,,51,173,1
2415,,,51,153,2
2416,,,51,740,4
2417,,,51,810,1
2418,,,51,053,2
2419,,,51,760,1
2420,,,51,640,2
2421,,,51,820,1
2422,,,51,059,1
2423,,,51,121,1
2424,,,51,033,4
2425,,,51,770,5
2426,,,51,041,2
2427,,,51,550,1
2428,,,51,810,2
2429,,,51,810,1
2430,,,51,143,1
2431,,,51,117,1
2432,,,51,550,2
2433,,,51,059,2
2434,,,51,740,2
2435,,,51,119,3
2436,,,51,161,1
2437,,,51,059,2
2438,,,51,107,2
2439,,,51,650,1
2440,,,51,760,1
2441,,,51,177,2
2442,,,51,061,1
2443,,,51,760,1
2444,,,51,121,3
2445,,,51,810,2
2446,,,51,760,2
2447,,,51,019,4
2448,,,51,059,2
2449,,,51,191,1
2450,,,51,683,1
2451,,,51,067,2
2452,,,51,107,2
2453,,,51,067,2
2454,,,51,710,1
2455,,,51,059,1
2456,,,51,089,3
2457,,,51,650,2
2458,,,51,161,2
2459,,,51,107,1
2460,,,51,013,1
2461,,,51,087,2
2462,,,51,089,1
2463,,,51,760,2
2464,,,51,810,2
2465,,,51,800,2
2466,,,51,095,3
2467,,,51,770,1
2468,,,51,087,1
2469,,,51,179,5
2470,,,51,137,2
2471,,,51,143,2
2472,,,51,037,6
2473,,,51,059,1
2474,,,51,095,1
2475,,,51,770,2
2476,,,51,840,1
2477,,,51,139,4
2478,,,51,143,1
2479,,,51,059,5
2480,,,51,710,1
2481,,,51,800,1
2482,,,51,059,2
2483,,,51,740,2
2484,,,51,043,3
2485,,,51,810,2
2486,,,51,077,1
2487,,,51,710,1
2488,,,51,033,2
2489,,,51,171,2
2490,,,51,153,1
2491,,,51,107,1
2492,,,51,013,3
2493,,,51,059,1
2494,,,51,087,3
2495,,,51,067,3
2496,,,51,003,2
2497,,,51,760,4
2498,,,51,059,2
2499,,,51,740,2
2500,,,51,035,2
2501,,,51,590,3
2502,,,51,067,2
2503,,,51,133,1
2504,,,51,103,3
2505,,,51,035,2
2506,,,51,810,1
2507,,,51,510,2
2508,,,51,107,2
2509,,,51,059,2
2510,,,51,161,2
2511,,,51,041,2
2512,,,51,700,1
2513,,,51,013,2
2514,,,51,710,3
2515,,,51,740,1
2516,,,51,840,1
2517,,,51,067,2
2518,,,51,015,3
2519,,,51,153,1
2520,,,51,187,1
2521,,,51,720,2
2522,,,51,013,2
2523,,,51,590,2
2524,,,51,059,1
2525,,,51,059,2
2526,,,51,147,2
2527,,,51,059,1
2528,,,51,041,2
2529,,,51,041,2
2530,,,51,105,2
2531,,,51,175,1
2532,,,51,107,1
2533,,,51,153,2
2534,,,51,019,2
2535,,,51,193,2
2536,,,51,011,2
2537,,,51,013,2
2538,,,51,087,1
2539,,,51,760,1
2540,,,51,810,2
2541,,,51,700,2
2542,,,51,810,3
2543,,,51,109,5
2544,,,51,710,1
2545,,,51,740,5
2546,,,51,041,1
2547,,,51,650,1
2548,,,51,720,5
2549,,,51,079,2
2550,,,51,013,2
2551,,,51,810,2
2552,,,51,199,1
2553,,,51,710,3
2554,,,51,710,1
2555,,,51,810,2
2556,,,51,099,1
2557,,,51,810,1
2558,,,51,077,1
2559,,,51,810,1
2560,,,51,107,1
2561,,,51,167,2
2562,,,51,710,2
2563,,,51,590,2
2564,,,51,069,1
2565,,,51,161,1
2566,,,51,710,1
2567,,,51,153,1
2568,,,51,700,3
2569,,,51,760,3
2570,,,51,650,1
2571,,,51,059,2
2572,,,51,730,1
2573,,,51,087,1
2574,,,51,153,2
2575,,,51,153,1
2576,,,51,550,2
2577,,,51,760,2
2578,,,51,179,1
2579,,,51,009,1
2580,,,51,810,2
2581,,,51,700,2
2582,,,51,185,2
2583,,,51,021,2
2584,,,51,041,2
2585,,,51,810,2
2586,,,51,149,1
2587,,,51,033,1
2588,,,51,031,1
2589,,,51,153,1
2590,,,51,173,1
2591,,,51,059,2
2592,,,51,185,3
2593,,,51,093,3
2594,,,51,650,2
2595,,,51,133,2
2596,,,51,550,3
2597,,,51,680,1
2598,,,51,810,1
2599,,,51,540,1
2600,,,51,107,1
2601,,,51,510,1
2602,,,51,087,3
2603,,,51,139,2
2604,,,51,069,3
2605,,,51,165,1
2606,,,51,730,1
2607,,,51,810,1
2608,,,51,059,1
2609,,,51,109,1
2610,,,51,550,3
2611,,,51,760,1
2612,,,51,710,3
2613,,,51,031,1
2614,,,51,085,3
2615,,,51,087,3
2616,,,51,810,2
2617,,,51,013,2
2618,,,51,710,2
2619,,,51,678,2
2620,,,51,121,1
2621,,,51,770,2
2622,,,51,179,2
2623,,,51,710,2
2624,,,51,710,1
2625,,,51,087,1
2626,,,51,153,2
2627,,,51,169,2
2628,,,51,690,3
