,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2796,60, Self-emp-inc,221506, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7533,0,61, United-States, >50K
2797,27, Local-gov,229570, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,49, United-States, <=50K
2798,36, Local-gov,205769, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
2799,61, Private,39904, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, White, Female,3574,0,8, United-States, <=50K
2800,32, Private,94425, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,13,1,40, United-States, <=50K
2801,49, Private,90241, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2802,56, Private,240130, 10th,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,1,50, United-States, <=50K
2803,24, Private,621439, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, >50K
2804,36, Private,41431, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,3131,1,40, Cuba, <=50K
2805,32, Private,75903, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,12,0,40, India, <=50K
2806,30, Private,146451, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
2807,37, Self-emp-not-inc,463833, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
2808,71, Private,113798, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,18,0,24, United-States, <=50K
2809,29, Local-gov,238691, 10th,6, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
2810,51, Private,86258, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,44, United-States, >50K
2811,32, Private,145283, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,5,0,59, United-States, >50K
2812,54, Self-emp-not-inc,445991, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,13,0,56, United-States, <=50K
2813,33, Private,253808, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
2814,19, Private,40468, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,36, Jamaica, <=50K
2815,44, State-gov,123018, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
2816,24, State-gov,92678, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7584,1783,50, United-States, >50K
2817,53, State-gov,234899, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
2818,51, Private,117153, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, <=50K
2819,34, Private,166368, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
2820,19, Local-gov,171949, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Male,14,0,40, India, >50K
2821,47, Local-gov,185239, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1,35, United-States, <=50K
2822,43, Private,201642, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
2823,68, Self-emp-not-inc,103961, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,3767,0,49, United-States, >50K
2824,31, Private,285914, Masters,14, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,44, England, <=50K
2825,26, Private,205990, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2,0,50, United-States, <=50K
2826,34, Private,41585, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,4558,0,58, United-States, >50K
2827,35, Private,12285, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,7,0,40, United-States, <=50K
2828,38, Federal-gov,121945, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
2829,26, Federal-gov,268027, Assoc-acdm,13, Never-married, Prof-specialty, Not-in-family, White, Female,9,0,29, United-States, <=50K
2830,34, Self-emp-not-inc,192938, Some-college,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,19, United-States, <=50K
2831,38, Federal-gov,94794, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,34, United-States, <=50K
2832,32, Private,130673, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
2833,24, Private,184375, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,9,0,40, United-States, <=50K
2834,31, Private,229962, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7,1,40, United-States, <=50K
2835,28, Private,161120, Some-college,10, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
2836,19, State-gov,54898, Some-college,10, Never-married, Sales, Own-child, White, Male,22,1,40, United-States, <=50K
2837,22, State-gov,177245, HS-grad,9, Never-married, Priv-house-serv, Own-child, Black, Female,0,0,40, United-States, <=50K
2838,24, Private,138821, 10th,6, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
2839,38, Self-emp-not-inc,123291, Some-college,10, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,16,0,40, Mexico, >50K
2840,23, Private,120005, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,1,0,40, Mexico, <=50K
2841,63, Private,296410, Bachelors,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
2842,58, Private,91867, 7th-8th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2843,44, Self-emp-not-inc,106830, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,75,1,49, United-States, >50K
2844,35, Private,179665, 1st-4th,3, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,44, United-States, <=50K
2845,21, Private,185038, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,11, United-States, <=50K
2846,67, Private,244619, 7th-8th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
2847,52, Self-emp-not-inc,308375, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,49, United-States, <=50K
2848,26, Federal-gov,342183, Prof-school,16, Never-married, Prof-specialty, Not-in-family, White, Female,23,0,40, United-States, <=50K
2849,21, Private,51918, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,34, United-States, <=50K
2850,44, Self-emp-not-inc,94737, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,4,0,40, United-States, >50K
2851,23, Private,108773, HS-grad,9, Never-married, Sales, Own-child, Other, Female,2921,0,40, United-States, <=50K
2852,70, Self-emp-not-inc,182061, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
2853,36, ?,107726, 10th,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
2854,19, Private,194982, Some-college,10, Never-married, Machine-op-inspct, Other-relative, White, Female,0,1,12, United-States, <=50K
2855,35, Private,47899, HS-grad,9, Never-married, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
2856,37, Private,149439, Bachelors,13, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, India, <=50K
2857,30, Private,393169, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, White, Male,5,0,40, United-States, <=50K
2858,59, Self-emp-not-inc,143072, Bachelors,13, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
2859,44, Private,81497, 7th-8th,4, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, >50K
2860,47, Private,177703, Some-college,10, Separated, Adm-clerical, Other-relative, White, Male,2,0,40, United-States, >50K
2861,25, Private,317784, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
2862,72, Private,109490, 7th-8th,4, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,30, United-States, <=50K
2863,70, ?,213771, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,9, United-States, <=50K
2864,29, Private,147384, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
2865,36, Private,188670, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,17,0,40, United-States, <=50K
2866,29, Private,374126, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,13,0,40, United-States, <=50K
2867,27, Local-gov,160048, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Taiwan, >50K
2868,32, Private,170830, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, >50K
2869,46, Private,205737, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7477,0,56, United-States, >50K
2870,18, ?,273511, Some-college,10, Never-married, ?, Other-relative, Amer-Indian-Eskimo, Male,0,1,12, United-States, <=50K
2871,55, Private,103307, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,2009,18, United-States, <=50K
2872,68, ?,96761, HS-grad,9, Separated, ?, Unmarried, Amer-Indian-Eskimo, Female,3527,0,8, United-States, <=50K
2873,29, Private,109236, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,31,0,44, Canada, >50K
2874,42, Without-pay,127058, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,2796,0,59, United-States, <=50K
2875,48, Local-gov,184552, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
2876,40, State-gov,218970, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,41,0,40, United-States, >50K
2877,28, Private,37524, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
2878,43, Private,357590, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,21,0,37, Taiwan, >50K
2879,27, Private,81285, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Female,2,0,40, United-States, <=50K
2880,46, Private,124278, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
2881,33, Federal-gov,358866, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Male,5,0,40, United-States, <=50K
2882,44, Private,213200, Assoc-acdm,13, Never-married, ?, Not-in-family, White, Male,0,0,30, United-States, <=50K
2883,20, Private,194616, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
2884,44, Self-emp-not-inc,31536, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,59, United-States, <=50K
2885,23, Private,151939, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
2886,68, Private,126020, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
2887,32, Private,135730, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2888,36, Private,155742, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
2889,30, Private,44208, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,1,1,40, United-States, <=50K
2890,34, Private,172815, Bachelors,13, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
2891,25, Private,453012, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,24,0,40, United-States, <=50K
2892,52, Private,180421, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,11, United-States, <=50K
2893,21, Private,378171, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,22, United-States, <=50K
2894,36, Local-gov,116366, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
2895,23, Private,113709, 9th,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
2896,18, ?,133455, Assoc-acdm,13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Female,0,1,40, India, <=50K
2897,54, Without-pay,54464, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
2898,36, Private,122935, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
2899,18, ?,171059, HS-grad,10, Never-married, ?, Own-child, White, Male,0,0,11, United-States, <=50K
2900,18, ?,151822, Some-college,10, Never-married, ?, Own-child, White, Male,0,1,30, United-States, <=50K
2901,54, Private,193893, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines, >50K
2902,73, Private,124961, Bachelors,13, Married-spouse-absent, Sales, Not-in-family, White, Female,16,0,40, England, <=50K
2903,26, Private,389656, Some-college,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
2904,23, ?,193930, 10th,7, Never-married, Craft-repair, Not-in-family, Black, Male,18,0,40, United-States, <=50K
2905,45, Private,333863, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3797,0,40, United-States, >50K
2906,33, Self-emp-not-inc,159759, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
2907,68, Private,96006, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
2908,33, Private,257143, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,7368,0,35, United-States, >50K
2909,19, Without-pay,222255, Some-college,10, Never-married, Protective-serv, Own-child, White, Female,2,0,31, United-States, <=50K
2910,43, Self-emp-not-inc,19434, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,14,0,90, ?, >50K
2911,43, Federal-gov,421408, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,30, Jamaica, <=50K
2912,45, Private,183692, Masters,11, Married-civ-spouse, Sales, Husband, White, Male,7490,0,57, United-States, >50K
2913,38, Private,147293, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
2914,17, ?,188754, 11th,7, Never-married, ?, Own-child, White, Female,0,1,30, United-States, <=50K
2915,28, Private,196335, HS-grad,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
2916,20, Private,172495, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
2917,44, Private,195823, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7405,0,40, United-States, >50K
2918,20, Federal-gov,130281, Masters,14, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,23, South, <=50K
2919,32, Private,85722, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,31,1,40, United-States, <=50K
2920,38, State-gov,105496, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,15528,0,40, United-States, >50K
2921,59, Private,112221, Some-college,10, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,49, United-States, <=50K
2922,34, Private,178749, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
2923,30, Self-emp-not-inc,87042, Doctorate,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,6,0,50, United-States, >50K
2924,33, Local-gov,252267, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1687,40, United-States, <=50K
2925,25, Self-emp-inc,393240, Some-college,10, Never-married, Protective-serv, Unmarried, Black, Female,0,0,68, United-States, <=50K
2926,27, Private,226280, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
2927,60, Self-emp-not-inc,231668, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,7769,0,58, United-States, >50K
2928,42, Self-emp-not-inc,230254, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,1,40, United-States, <=50K
2929,34, Private,117883, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5,0,40, United-States, <=50K
2930,63, Self-emp-not-inc,185572, 12th,6, Divorced, Priv-house-serv, Not-in-family, White, Male,0,0,10, Cuba, <=50K
2931,44, Private,339723, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,6,0,69, United-States, <=50K
2932,61, Private,123521, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
2933,24, Local-gov,225009, Preschool,14, Never-married, Adm-clerical, Not-in-family, Black, Male,26,0,40, United-States, <=50K
2934,51, Private,104335, Assoc-voc,11, Married-AF-spouse, Prof-specialty, Wife, White, Female,0,0,37, United-States, <=50K
2935,67, ?,202520, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,40, Cuba, <=50K
2936,40, Private,180228, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Male,7,0,22, United-States, >50K
2937,30, Private,127731, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
2938,31, Self-emp-not-inc,104238, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
2939,25, State-gov,164373, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Female,9,0,40, United-States, <=50K
2940,37, Without-pay,278722, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,9,0,40, United-States, <=50K
2941,36, Private,197058, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,7618,0,40, Japan, >50K
2942,20, Private,188216, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,11, United-States, <=50K
2943,62, Private,144472, Masters,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,13,1812,50, United-States, <=50K
2944,27, Private,191407, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,7,1,40, United-States, <=50K
2945,26, Private,190102, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,20,0,40, United-States, >50K
2946,29, Private,121949, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,3141,0,24, United-States, >50K
2947,21, Private,260385, 10th,5, Never-married, Sales, Not-in-family, White, Male,8,0,40, England, <=50K
2948,26, Private,144951, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
2949,35, Private,170888, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
2950,34, Private,65438, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
2951,30, Private,133161, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
2952,60, Private,184921, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
2953,42, Private,101460, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
2954,57, ?,34955, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
2955,26, Private,130665, HS-grad,10, Never-married, Prof-specialty, Not-in-family, White, Female,3,0,40, United-States, <=50K
2956,83, Private,129539, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
2957,25, Private,124866, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Female,16,0,40, United-States, <=50K
2958,32, Private,213635, 11th,7, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,4,0,40, United-States, <=50K
2959,36, Without-pay,155428, HS-grad,9, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
2960,26, Private,188512, Some-college,10, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
2961,30, Private,153146, 11th,13, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
2962,62, Private,109975, 7th-8th,3, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
2963,31, Private,184551, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, Black, Female,0,1893,44, United-States, <=50K
2964,29, Private,167720, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,10, United-States, <=50K
2965,57, Private,165431, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,18,1,43, United-States, >50K
2966,26, Self-emp-not-inc,19765, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,12,0,72, United-States, >50K
2967,34, Private,143162, Assoc-acdm,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
2968,46, Private,89809, HS-grad,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
2969,34, Private,152153, Masters,14, Widowed, Prof-specialty, Unmarried, Black, Female,13,0,35, United-States, <=50K
2970,30, Private,140338, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,22, United-States, <=50K
2971,36, Private,171819, 10th,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
2972,71, Self-emp-not-inc,154373, Prof-school,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,14995,0,50, United-States, >50K
2973,28, Private,225884, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,1,0,44, United-States, <=50K
2974,24, Federal-gov,215194, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,63, United-States, <=50K
2975,49, Private,45179, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
2976,46, Private,182950, Prof-school,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,42,0,40, United-States, >50K
2977,61, Local-gov,144782, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,18,0,34, United-States, >50K
2978,20, Private,177334, 11th,7, Never-married, ?, Not-in-family, White, Female,0,0,7, United-States, <=50K
2979,17, Private,89040, Some-college,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K
2980,28, Private,151318, HS-grad,9, Married-spouse-absent, Sales, Wife, White, Female,0,1,30, United-States, <=50K
2981,32, Private,315777, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,44, United-States, >50K
2982,18, Private,199324, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,23, United-States, <=50K
2983,23, Private,184388, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,10,0,30, United-States, <=50K
2984,33, Private,254937, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
2985,36, Private,356681, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,4,0,40, United-States, <=50K
2986,30, Private,132443, HS-grad,6, Never-married, Priv-house-serv, Not-in-family, White, Female,3566,0,34, United-States, <=50K
2987,27, Private,190420, Some-college,6, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1,40, United-States, <=50K
2988,30, Private,445553, 12th,7, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
2989,23, Private,35115, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,15,0,44, United-States, <=50K
2990,29, State-gov,148722, Masters,14, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
2991,37, Self-emp-not-inc,110866, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9,0,40, United-States, >50K
2992,21, Private,112953, HS-grad,9, Never-married, Sales, Own-child, White, Male,9,0,14, United-States, <=50K
2993,29, Private,140853, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,4,0,17, United-States, <=50K
2994,33, Private,285477, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
2995,32, Private,205256, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,20, Puerto-Rico, <=50K
2996,44, Private,259900, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,6,0,40, United-States, <=50K
2997,33, State-gov,347208, 11th,7, Married-spouse-absent, Other-service, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
2998,36, Private,276354, Bachelors,13, Divorced, Exec-managerial, Husband, White, Male,12,0,40, United-States, <=50K
2999,37, Private,133668, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7912,0,44, United-States, >50K
3000,33, Private,119153, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,6,0,40, United-States, <=50K
3001,35, Local-gov,203979, Some-college,10, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
3002,30, Federal-gov,254341, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,1,0,40, United-States, <=50K
3003,17, Private,142673, Some-college,10, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,9,0,40, Jamaica, <=50K
3004,33, Private,173417, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,17,0,56, United-States, <=50K
3005,36, ?,97073, Some-college,10, Married-civ-spouse, ?, Wife, Black, Male,5,0,18, United-States, <=50K
3006,29, Private,158525, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
3007,44, State-gov,125949, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Female,32,0,45, United-States, >50K
3008,51, Private,189462, 12th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,59, United-States, <=50K
3009,48, Private,169341, 11th,7, Separated, Adm-clerical, Unmarried, White, Female,12,0,17, United-States, <=50K
3010,21, Private,141825, Some-college,7, Never-married, ?, Not-in-family, White, Male,2,0,12, United-States, <=50K
3011,25, Self-emp-not-inc,104744, 9th,6, Never-married, Craft-repair, Own-child, White, Male,15,0,50, United-States, <=50K
3012,23, Private,131267, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,36, South, <=50K
3013,23, Federal-gov,551375, Assoc-acdm,13, Never-married, Tech-support, Own-child, White, Female,2,0,40, United-States, <=50K
3014,30, Private,209714, 11th,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
3015,40, Private,134535, 9th,13, Never-married, Other-service, Not-in-family, Black, Female,9,0,36, United-States, <=50K
3016,42, Private,163921, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
3017,34, Private,173280, 12th,6, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
3018,17, ?,221435, Assoc-acdm,13, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
3019,34, Private,108806, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
3020,67, Private,144338, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
3021,47, Private,71590, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,87, United-States, <=50K
3022,62, Private,169802, 9th,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
3023,41, Private,126481, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1770,45, United-States, <=50K
3024,54, State-gov,350949, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,52,0,38, United-States, >50K
3025,22, Private,161487, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,23,2,40, United-States, <=50K
